Link,Comuna,Propiedad,Tipo,precio,precio_CLP,Ubicación,Dormitorios,Baños,Metros,Entrega,Disponibles
https://portalinmobiliario.com/MLC-2846241868-condominio-casamila-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Condominio Casamila,casa,"$
3.000.000",3000000,"Alvaro Casanova 1005, 7860242 La Reina, Región Metropolitana, Chile, La Reina Alta, La Reina, RM (Metropolitana)",4 dormitorios,4 baños,500 m² útiles,,
https://portalinmobiliario.com/MLC-1608563499-casa-5d-5b-2e-piscina-condominio-la-reina-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Casa 5d 5b 2e Piscina Condominio La Reina,casa,"$
2.100.000",2100000,"Ramón Laval SN, Metro Príncipe De Gales - Country Club, La Reina, RM (Metropolitana)",5 dormitorios,5 baños,180 m² útiles,,
https://portalinmobiliario.com/MLC-2868243656-casa-en-arriendo-alvaro-casanova-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Casa En Arriendo Alvaro Casanova,casa,"UF
72",2818512,"Alvaro Casanova 976, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,5 baños,420 m² útiles,,
https://portalinmobiliario.com/MLC-2888675324-bellisima-casa-en-la-reina-560-m2-160-m2-5d2b3-estac-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Bellísima Casa En La Reina 560 M2 - 160 M2 / 5d+2b+3 Estac.,casa,"$
2.450.000",2450000,"Alvaro Casanova 1231, 7860319 La Reina, Región Metropolitana, Chile, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,2 baños,160 m² útiles,,
https://portalinmobiliario.com/MLC-2877842220-casa-en-arriendo-compromiso-de-compra-la-reina-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Casa En Arriendo Compromiso De Compra La Reina,casa,"$
1.950.000",1950000,"Reina Victoria, 1 - 300, Metro Príncipe De Gales - Country Club, La Reina, RM (Metropolitana)",5 dormitorios,4 baños,189 m² útiles,,
https://portalinmobiliario.com/MLC-2872144856-arriendo-casa-uso-comercial-o-habitacional-en-la-reina-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Arriendo Casa Uso Comercial O Habitacional En La Reina,casa,"UF
55",2153030,"Simon Bolivar Con Monseñor Edwards, Palmas De Mallorca, La Reina, RM (Metropolitana)",5 dormitorios,2 baños,593 m² totales,,
https://portalinmobiliario.com/MLC-1611116081-julia-bernstein-castillo-velasco-casa-con-dpto-interior-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Julia Bernstein - Castillo Velasco - Casa Con Dpto Interior,casa,"$
1.980.000",1980000,"Julia Bernstein 182, La Reina, Región Metropolitana, Chile, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,5 baños,250 m² útiles,,
https://portalinmobiliario.com/MLC-1595335341-preciosa-casa-amoblada-en-condominio-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Preciosa Casa Amoblada En Condominio,casa,"$
3.500.000",3500000,"Domingo Calderon 8993, La Reina, La Reina Alta, La Reina, RM (Metropolitana)",6 dormitorios,5 baños,170 m² útiles,,
https://portalinmobiliario.com/MLC-2877848912-casa-arriendo-4d-4b-estacionamientos-vicente-perez-rosales-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Casa Arriendo 4d 4b Estacionamientos Vicente Perez Rosales,casa,"UF
45",1761570,"Vicente Perez Rosales 1404, Carlos Ossandón, La Reina, RM (Metropolitana)",4 dormitorios,4 baños,120 m² útiles,,
https://portalinmobiliario.com/MLC-2890138898-ariosto-chadwick-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Ariosto/ Chadwick,casa,"$
1.500.000",1500000,"ARIOSTO/ CHADWICK, Metro Príncipe De Gales - Country Club, La Reina, RM (Metropolitana)",4 dormitorios,3 baños,400 m² útiles,,
https://portalinmobiliario.com/MLC-2889806242-preciosa-casa-ramon-laval-la-reina-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,"Preciosa Casa Ramon Laval, La Reina",casa,"$
2.000.000",2000000,"Ramón Laval 1465, La Reina, Metro Príncipe De Gales - Country Club, La Reina, RM (Metropolitana)",5 dormitorios,5 baños,190 m² útiles,,
https://portalinmobiliario.com/MLC-2885511936-preciosa-casa-ramon-laval-1465-la-reina-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,"Preciosa Casa Ramon Laval 1465, La Reina",casa,"$
2.100.000",2100000,"Ramón Laval 1465, La Reina, Metro Príncipe De Gales - Country Club, La Reina, RM (Metropolitana)",5 dormitorios,5 baños,180 m² útiles,,
https://portalinmobiliario.com/MLC-1611142797-linda-casa-en-la-reina-cercana-a-colegios-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Linda Casa En La Reina Cercana A Colegios,casa,"$
1.750.000",1750000,"Alcalde Manuel De La Lastra 2100 - 2400, La Reina, Metro Príncipe De Gales - Country Club, La Reina, RM (Metropolitana)",4 dormitorios,3 baños,150 m² útiles,,
https://portalinmobiliario.com/MLC-2891217056-casa-con-espacios-increibles-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Casa Con Espacios Increíbles,casa,"$
2.200.000",2200000,"Julia Bernstein 1 - 300, La Reina, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,4 baños,220 m² útiles,,
https://portalinmobiliario.com/MLC-1611053935-casa-en-condominio-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Casa En Condominio,casa,"$
1.880.000",1880000,"Rebeca Matte SN, La Reina Alta, La Reina, RM (Metropolitana)",4 dormitorios,4 baños,190 m² útiles,,
